,ACCT_ID_M,CUST_ID,STREAMING_SERVICE,ACCT_TYPE,SERVICE_TYPE,CONT_TENURE_MTHS,CUSTOMER_AGE,NUM_CUSTOMER_BILLABLE_ACCOUNTS,CONSUME_SPORTS_SUBSIDISED,TOTAL_DISCOUNT_PERCENT
1985983,23866147,167093309,STAN,INDIVIDUAL,ENTERTAINMENT,13,43.0,4,0,33
1459390,18406611,23867177,STAN,INDIVIDUAL,SPORTS,59,77.0,2,0,14
816190,19179137,9258353,NETFLIX,INDIVIDUAL,ENTERTAINMENT,52,36.0,2,0,26
1312114,11774627,10097834,NETFLIX,INDIVIDUAL,SPORTS,111,38.0,2,0,4
1116119,21420037,151608017,NETFLIX,FAMILY ACCT,SPORTS,33,,13,0,0
1600261,25266083,69578405,PARAMOUNT,INDIVIDUAL,SPORTS,2,35.0,4,1,0
1356053,8868245,8847869,NETFLIX,INDIVIDUAL,SPORTS,112,74.0,2,0,4
1484015,16629455,8224574,AMAZON PRIME,INDIVIDUAL,SPORTS,147,50.0,1,0,7
740869,5671717,14419052,STAN,INDIVIDUAL,SPORTS,80,53.0,2,0,0
2160833,7689911,3130832,STAN,INDIVIDUAL,ENTERTAINMENT,108,74.0,2,0,22
1822907,2725177,10879199,NETFLIX,INDIVIDUAL,SPORTS,113,52.0,1,0,0
506798,22350479,164040554,STAN,INDIVIDUAL,SPORTS,25,77.0,2,0,0
1848195,9705165,14005778,STAN,INDIVIDUAL,ENTERTAINMENT,148,73.0,2,0,32
82292,13145209,14623667,STAN,INDIVIDUAL,SPORTS,146,,1,0,13
176533,13625893,5324663,STAN,INDIVIDUAL,SPORTS,96,81.0,2,0,14
1834692,23969409,167683211,NETFLIX,INDIVIDUAL,ENTERTAINMENT,13,50.0,2,0,16
1265090,13451505,8022866,STAN,INDIVIDUAL,ENTERTAINMENT,109,67.0,2,0,34
1719629,22117269,10336103,NETFLIX,INDIVIDUAL,SPORTS,27,31.0,1,0,0
1162829,21870063,3516653,NETFLIX,INDIVIDUAL,SPORTS,29,35.0,2,0,0
328733,18674995,2782478,AMAZON PRIME,INDIVIDUAL,ENTERTAINMENT,66,54.0,2,0,7
81854,17712395,20766623,NETFLIX,INDIVIDUAL,SPORTS,64,42.0,2,0,20
1814796,15601629,8463302,NETFLIX,INDIVIDUAL,ENTERTAINMENT,71,30.0,2,0,8
1351933,2592489,2953340,NETFLIX,INDIVIDUAL,SPORTS,113,48.0,1,0,12
1166636,21512855,3783842,AMAZON PRIME,INDIVIDUAL,ENTERTAINMENT,33,31.0,2,0,7
1627783,15133077,7406975,NETFLIX,INDIVIDUAL,SPORTS,112,78.0,1,0,30
1343853,25586833,174366074,AMAZON PRIME,INDIVIDUAL,SPORTS,1,74.0,1,0,0
1370033,8540977,9225515,NETFLIX,INDIVIDUAL,SPORTS,113,81.0,2,0,0
1284133,23953507,167665694,AMAZON PRIME,INDIVIDUAL,SPORTS,13,66.0,2,0,0
444730,25452995,174183095,NETFLIX,INDIVIDUAL,ENTERTAINMENT,2,28.0,1,0,0
963855,14344845,1916159,NETFLIX,INDIVIDUAL,SPORTS,111,67.0,1,0,0
964554,11449381,10989077,NETFLIX,INDIVIDUAL,SPORTS,113,85.0,2,0,12
2255929,10719169,6645707,NETFLIX,INDIVIDUAL,SPORTS,99,68.0,1,0,0
2134405,20364967,126140639,STAN,INDIVIDUAL,ENTERTAINMENT,61,69.0,1,0,15
1618574,24573343,10923827,STAN,INDIVIDUAL,SPORTS,7,34.0,4,1,0
1139350,23573919,3233846,NETFLIX,INDIVIDUAL,SPORTS,15,75.0,2,0,0
1943141,508941,18802037,NETFLIX,FAMILY ACCT,SPORTS,112,,1,0,26
1420058,19662109,120374675,NETFLIX,INDIVIDUAL,SPORTS,49,31.0,2,0,28
2184082,24450533,169185791,NETFLIX,INDIVIDUAL,SPORTS,12,83.0,1,0,0
2332729,23797751,4595486,STAN,INDIVIDUAL,ENTERTAINMENT,13,62.0,4,0,33
915027,9805979,12780287,STAN,INDIVIDUAL,SPORTS,94,42.0,4,0,25
1283439,17518251,20600096,NETFLIX,INDIVIDUAL,ENTERTAINMENT,63,64.0,2,0,19
352570,23316047,166420868,NETFLIX,INDIVIDUAL,SPORTS,17,31.0,2,0,0
444295,24334923,12164969,NETFLIX,INDIVIDUAL,ENTERTAINMENT,10,33.0,2,0,17
86311,11245217,36272,NETFLIX,INDIVIDUAL,SPORTS,110,66.0,1,0,0
714376,17088545,20196116,DISNEY,INDIVIDUAL,SPORTS,67,75.0,1,1,20
805124,4227547,15416876,STAN,INDIVIDUAL,ENTERTAINMENT,119,48.0,2,0,31
2301125,7894853,4467989,STAN,INDIVIDUAL,ENTERTAINMENT,123,88.0,2,0,34
1939117,5467353,7237247,NETFLIX,INDIVIDUAL,ENTERTAINMENT,110,63.0,3,0,18
1614823,25374953,173883071,PARAMOUNT,INDIVIDUAL,ENTERTAINMENT,2,34.0,2,0,5
1319722,10392827,12684275,NETFLIX,INDIVIDUAL,SPORTS,94,45.0,1,0,31
130860,24852311,7982018,STAN,INDIVIDUAL,SPORTS,5,32.0,3,0,0
709240,12654829,10920200,NETFLIX,INDIVIDUAL,SPORTS,90,38.0,1,0,33
1999573,19698929,1532681,AMAZON PRIME,INDIVIDUAL,ENTERTAINMENT,49,37.0,2,0,7
1424031,11167649,12439967,NETFLIX,INDIVIDUAL,SPORTS,110,57.0,1,0,0
117802,1122379,10977956,NETFLIX,INDIVIDUAL,SPORTS,111,75.0,1,0,0
275455,24811735,168108905,STAN,INDIVIDUAL,ENTERTAINMENT,6,,59,0,23
712194,22529707,124378019,STAN,INDIVIDUAL,SPORTS,24,60.0,2,0,0
1797278,2543977,13524323,STAN,INDIVIDUAL,SPORTS,148,41.0,2,0,0
2181702,22024985,6517862,NETFLIX,INDIVIDUAL,SPORTS,27,30.0,2,0,0
950199,7664397,12249974,NETFLIX,INDIVIDUAL,SPORTS,113,75.0,2,0,0
1648407,20129727,1254503,NETFLIX,INDIVIDUAL,SPORTS,44,31.0,1,0,32
2170778,10518611,11014484,NETFLIX,INDIVIDUAL,ENTERTAINMENT,89,41.0,2,0,8
88097,16706391,15502856,STAN,INDIVIDUAL,SPORTS,148,93.0,2,0,36
2197672,3627389,6674519,STAN,INDIVIDUAL,ENTERTAINMENT,102,35.0,1,0,4
1042790,6983265,1178411,NETFLIX,INDIVIDUAL,ENTERTAINMENT,112,71.0,2,0,0
598282,12427147,5694659,STAN,INDIVIDUAL,SPORTS,147,54.0,2,0,14
1704490,22081929,163275407,STAN,INDIVIDUAL,ENTERTAINMENT,25,40.0,2,0,13
980801,21623567,161965331,STAN,INDIVIDUAL,ENTERTAINMENT,32,63.0,2,0,11
745406,2520421,17556422,NETFLIX,INDIVIDUAL,SPORTS,89,66.0,2,0,16
33172,18992619,10664189,NETFLIX,INDIVIDUAL,SPORTS,53,61.0,1,0,0
836343,13440821,4461410,STAN,INDIVIDUAL,ENTERTAINMENT,124,68.0,2,0,23
1513289,21198903,69829967,STAN,INDIVIDUAL,SPORTS,36,29.0,1,0,0
1669463,22869955,165375092,NETFLIX,INDIVIDUAL,ENTERTAINMENT,21,39.0,2,0,8
475651,18918069,69471209,STAN,INDIVIDUAL,SPORTS,54,60.0,2,0,0
1016940,7649999,11765783,NETFLIX,INDIVIDUAL,SPORTS,111,73.0,1,0,25
67297,21117631,160390559,NETFLIX,INDIVIDUAL,SPORTS,35,89.0,1,0,0
892183,12473377,13979957,STAN,INDIVIDUAL,ENTERTAINMENT,92,49.0,2,0,32
526861,12145049,4599407,NETFLIX,INDIVIDUAL,SPORTS,87,33.0,2,0,0
1135394,21548301,161786504,NETFLIX,INDIVIDUAL,SPORTS,33,26.0,2,0,0
2276354,23269729,18334454,DISNEY,INDIVIDUAL,SPORTS,18,30.0,1,0,0
202920,25131361,69451940,NETFLIX,INDIVIDUAL,ENTERTAINMENT,1,28.0,2,0,0
2145280,19690489,378836,NETFLIX,FAMILY ACCT,SPORTS,49,31.0,2,0,28
13331,21287545,18641999,DISNEY,INDIVIDUAL,SPORTS,35,44.0,1,1,21
37411,23052603,165801689,AMAZON PRIME,INDIVIDUAL,ENTERTAINMENT,19,39.0,2,0,0
56870,25348507,173845604,NETFLIX,INDIVIDUAL,SPORTS,2,25.0,2,0,0
1353732,21312695,161157560,NETFLIX,INDIVIDUAL,SPORTS,34,45.0,2,1,25
684125,5310017,13629974,NETFLIX,INDIVIDUAL,SPORTS,111,58.0,2,1,0
1472207,14942573,15549038,NETFLIX,FAMILY ACCT,SPORTS,110,,1,0,0
1300016,15721793,8467880,NETFLIX,INDIVIDUAL,SPORTS,112,48.0,2,1,0
1636579,23880101,167483213,NETFLIX,INDIVIDUAL,SPORTS,13,35.0,1,0,0
674557,22272325,163719968,DISNEY,INDIVIDUAL,SPORTS,25,49.0,1,1,0
236690,21835967,161790482,NETFLIX,FAMILY ACCT,SPORTS,39,,2,0,19
2216183,19767511,123812069,NETFLIX,INDIVIDUAL,ENTERTAINMENT,45,71.0,2,0,18
2014990,3797847,1159244,NETFLIX,INDIVIDUAL,ENTERTAINMENT,112,32.0,2,0,10
631763,13565653,4071989,NETFLIX,INDIVIDUAL,SPORTS,111,51.0,1,0,28
975700,24525333,169343738,NETFLIX,INDIVIDUAL,SPORTS,9,,2,1,0
352690,24924431,170997401,STAN,INDIVIDUAL,ENTERTAINMENT,4,29.0,2,0,22
535759,22567777,3225014,NETFLIX,INDIVIDUAL,ENTERTAINMENT,22,47.0,3,0,8
1912642,22770683,3061748,NETFLIX,INDIVIDUAL,SPORTS,22,36.0,2,0,0
1141098,23208655,69386783,NETFLIX,INDIVIDUAL,SPORTS,18,40.0,1,0,0
71646,21786753,10951829,NETFLIX,INDIVIDUAL,SPORTS,30,39.0,1,0,0
2206909,11162885,4558364,NETFLIX,INDIVIDUAL,SPORTS,112,59.0,1,0,0
1137242,7680661,10371287,NETFLIX,INDIVIDUAL,SPORTS,113,75.0,1,0,0
333965,25039919,2380490,NETFLIX,INDIVIDUAL,SPORTS,4,57.0,4,0,0
1622130,21004539,612530,NETFLIX,INDIVIDUAL,SPORTS,37,61.0,2,0,0
421815,24112093,168035879,NETFLIX,INDIVIDUAL,ENTERTAINMENT,11,41.0,3,0,16
675402,22255965,163672433,NETFLIX,INDIVIDUAL,ENTERTAINMENT,26,39.0,2,0,8
574807,18125943,5598797,STAN,INDIVIDUAL,ENTERTAINMENT,61,90.0,2,0,22
2073548,23597251,166940285,STAN,INDIVIDUAL,SPORTS,15,35.0,2,0,13
477148,22756179,15699593,NETFLIX,INDIVIDUAL,ENTERTAINMENT,22,43.0,2,0,8
158219,3311765,14324876,STAN,INDIVIDUAL,ENTERTAINMENT,88,46.0,2,0,31
548467,21158467,126223403,NETFLIX,INDIVIDUAL,ENTERTAINMENT,36,24.0,2,0,8
1661101,22209619,163607909,STAN,INDIVIDUAL,SPORTS,27,50.0,2,0,0
332940,24655193,169852187,STAN,FAMILY ACCT,SPORTS,7,,1,0,5
2008177,14448957,3551657,STAN,INDIVIDUAL,ENTERTAINMENT,147,79.0,2,0,28
1940181,24145851,12184388,STAN,INDIVIDUAL,ENTERTAINMENT,10,53.0,2,0,26
1588761,25246789,20509250,NETFLIX,INDIVIDUAL,SPORTS,2,58.0,2,0,0
507285,9675133,15298910,NETFLIX,INDIVIDUAL,ENTERTAINMENT,110,70.0,2,0,4
1945081,23689791,167151071,STAN,FAMILY ACCT,SPORTS,14,,1,0,5
396363,17540857,9422420,NETFLIX,INDIVIDUAL,SPORTS,66,37.0,2,0,20
522558,18147389,1787741,NETFLIX,INDIVIDUAL,SPORTS,61,54.0,1,0,20
289651,19832161,22591775,NETFLIX,INDIVIDUAL,SPORTS,48,67.0,3,0,28
1770902,20493351,11656286,NETFLIX,INDIVIDUAL,SPORTS,42,27.0,1,0,0
293912,23027987,4538357,STAN,INDIVIDUAL,SPORTS,19,,6,0,11
124430,433265,12731201,STAN,INDIVIDUAL,ENTERTAINMENT,148,87.0,2,0,28
443751,24481147,169244429,STAN,INDIVIDUAL,SPORTS,9,32.0,2,0,0
828147,23009955,19547195,NETFLIX,FAMILY ACCT,SPORTS,20,,8,1,14
111067,25221717,5298887,NETFLIX,INDIVIDUAL,SPORTS,4,59.0,1,0,0
1079248,20835425,9632300,STAN,INDIVIDUAL,SPORTS,39,69.0,2,0,36
2109144,2957745,457475,STAN,FAMILY ACCT,SPORTS,147,82.0,2,0,4
1021155,10096283,4351160,NETFLIX,INDIVIDUAL,SPORTS,112,50.0,1,1,0
1246808,1634675,762737,STAN,FAMILY ACCT,SPORTS,102,,1,1,30
2232096,20564319,17569523,STAN,INDIVIDUAL,ENTERTAINMENT,42,34.0,2,0,26
738937,16615557,3103622,STAN,INDIVIDUAL,SPORTS,108,76.0,1,0,3
1142747,24203279,168390674,NETFLIX,FAMILY ACCT,SPORTS,11,,1,0,0
1166005,7035335,13462034,STAN,INDIVIDUAL,ENTERTAINMENT,145,,1,0,0
1966248,23278415,166333031,NETFLIX,INDIVIDUAL,SPORTS,18,27.0,2,0,0
263809,3031663,17409476,NETFLIX,INDIVIDUAL,ENTERTAINMENT,113,71.0,2,0,17
1759209,18096377,22623104,NETFLIX,INDIVIDUAL,SPORTS,61,72.0,1,0,0
732618,21184361,12645398,NETFLIX,INDIVIDUAL,SPORTS,36,47.0,1,0,17
1084692,25273175,173668934,STAN,INDIVIDUAL,ENTERTAINMENT,1,46.0,1,0,33
1228126,19493927,119581229,DISNEY,INDIVIDUAL,SPORTS,49,76.0,1,1,28
1129544,9480143,19584842,STAN,INDIVIDUAL,SPORTS,112,50.0,2,1,30
1905275,18415785,23877671,STAN,INDIVIDUAL,ENTERTAINMENT,59,91.0,2,0,22
871839,19089299,69643271,NETFLIX,INDIVIDUAL,ENTERTAINMENT,53,30.0,2,0,22
2321811,4551487,8889791,NETFLIX,INDIVIDUAL,SPORTS,113,74.0,2,0,32
2293199,12894493,5020073,NETFLIX,INDIVIDUAL,ENTERTAINMENT,115,62.0,2,0,3
1296737,13259507,14230544,STAN,INDIVIDUAL,ENTERTAINMENT,108,79.0,2,0,11
594194,12718719,6672824,STAN,FAMILY ACCT,SPORTS,84,,1,0,30
2115214,24194783,168295472,NETFLIX,INDIVIDUAL,SPORTS,11,29.0,1,0,0
760780,21504853,16544192,DISNEY,INDIVIDUAL,SPORTS,31,51.0,1,0,0
867818,20372379,7118579,NETFLIX,INDIVIDUAL,ENTERTAINMENT,43,68.0,3,0,8
364603,7284603,19430114,STAN,INDIVIDUAL,ENTERTAINMENT,148,88.0,2,0,28
992819,24020599,126150380,DISNEY,INDIVIDUAL,SPORTS,12,59.0,3,0,0
5009,25307687,17142479,STAN,INDIVIDUAL,ENTERTAINMENT,2,43.0,4,0,12
560270,18825147,69376202,NETFLIX,INDIVIDUAL,SPORTS,55,53.0,2,0,20
2174145,6049353,16190753,STAN,INDIVIDUAL,ENTERTAINMENT,112,54.0,2,0,32
1223315,6799023,11765702,AMAZON PRIME,INDIVIDUAL,ENTERTAINMENT,73,54.0,2,0,11
1795552,11822955,12343793,NETFLIX,FAMILY ACCT,SPORTS,113,,1,0,0
698784,25125831,173365379,DISNEY,FAMILY ACCT,SPORTS,5,,2,0,14
450640,4412247,15365270,DISNEY,INDIVIDUAL,SPORTS,109,28.0,1,1,3
2180809,18197953,1773935,NETFLIX,INDIVIDUAL,SPORTS,60,57.0,2,0,18
1438610,6930203,8709251,NETFLIX,INDIVIDUAL,ENTERTAINMENT,89,49.0,1,0,15
571126,23443777,164244089,NETFLIX,INDIVIDUAL,SPORTS,16,47.0,1,0,0
1940413,13456017,6128972,NETFLIX,INDIVIDUAL,SPORTS,112,71.0,1,1,7
2016591,5761721,1269569,AMAZON PRIME,INDIVIDUAL,SPORTS,84,79.0,2,0,12
108894,19921567,69470618,NETFLIX,INDIVIDUAL,ENTERTAINMENT,47,32.0,2,0,8
2054276,230121,6927368,NETFLIX,INDIVIDUAL,ENTERTAINMENT,111,85.0,2,0,8
324108,18981565,69527048,STAN,INDIVIDUAL,ENTERTAINMENT,54,34.0,2,0,35
349787,24937361,171080858,NETFLIX,INDIVIDUAL,SPORTS,6,24.0,2,0,0
477591,7622169,3944885,PARAMOUNT,INDIVIDUAL,SPORTS,113,58.0,2,0,11
1422394,14333841,12985049,NETFLIX,INDIVIDUAL,SPORTS,93,81.0,1,0,16
1260521,19919857,17202539,NETFLIX,INDIVIDUAL,SPORTS,49,33.0,1,0,0
1940284,9376533,10856345,STAN,INDIVIDUAL,ENTERTAINMENT,94,40.0,2,0,32
441962,22967519,165615311,STAN,INDIVIDUAL,SPORTS,21,48.0,2,0,0
795324,11165497,17802563,NETFLIX,INDIVIDUAL,SPORTS,87,44.0,1,0,25
202107,19924439,124408193,NETFLIX,INDIVIDUAL,ENTERTAINMENT,45,33.0,1,0,28
750274,15123727,3451694,NETFLIX,INDIVIDUAL,ENTERTAINMENT,93,50.0,2,0,8
749223,15466559,9134039,STAN,INDIVIDUAL,SPORTS,146,75.0,3,0,27
2089898,13552671,2875883,NETFLIX,INDIVIDUAL,SPORTS,110,52.0,1,0,0
2139426,21157997,160497764,STAN,INDIVIDUAL,SPORTS,36,44.0,2,0,0
17805,4737763,14994518,NETFLIX,INDIVIDUAL,ENTERTAINMENT,88,54.0,2,0,28
2019488,24865285,161782289,STAN,INDIVIDUAL,ENTERTAINMENT,5,29.0,4,0,23
1108773,13492543,6718436,STAN,INDIVIDUAL,SPORTS,100,75.0,2,0,0
1459544,16660351,3433235,NETFLIX,INDIVIDUAL,SPORTS,112,92.0,1,0,0
2184728,23055207,19343267,AMAZON PRIME,INDIVIDUAL,SPORTS,20,64.0,2,0,0
763390,17316255,10545554,NETFLIX,INDIVIDUAL,SPORTS,67,47.0,1,1,0
1593174,22116119,19120520,NETFLIX,INDIVIDUAL,SPORTS,27,45.0,1,0,0
1133504,1263249,504707,STAN,INDIVIDUAL,ENTERTAINMENT,112,65.0,1,0,34
1461603,2405451,17627588,NETFLIX,INDIVIDUAL,SPORTS,113,78.0,5,1,32
1435085,23186257,166134275,NETFLIX,INDIVIDUAL,SPORTS,18,48.0,2,0,0
2254729,22590405,164591864,STAN,INDIVIDUAL,SPORTS,23,23.0,1,0,0
1511070,2270659,192437,NETFLIX,INDIVIDUAL,ENTERTAINMENT,83,75.0,2,0,28
560948,18652981,69196739,STAN,INDIVIDUAL,SPORTS,57,29.0,1,0,28
1303810,23456457,166654004,STAN,INDIVIDUAL,SPORTS,16,27.0,2,0,0
213720,9418957,15481187,NETFLIX,INDIVIDUAL,ENTERTAINMENT,82,68.0,2,0,16
525776,21049725,20600738,NETFLIX,INDIVIDUAL,ENTERTAINMENT,34,46.0,3,0,8
307473,22260069,6972044,NETFLIX,INDIVIDUAL,ENTERTAINMENT,24,61.0,2,0,0
336974,7815519,14112911,NETFLIX,INDIVIDUAL,SPORTS,112,81.0,1,0,0
1476572,11282425,12860078,NETFLIX,INDIVIDUAL,SPORTS,110,57.0,3,1,0
1737262,6566363,12271052,STAN,INDIVIDUAL,ENTERTAINMENT,85,65.0,2,0,36
381018,20845711,151717124,STAN,INDIVIDUAL,SPORTS,39,51.0,2,1,0
949745,16983101,11285144,NETFLIX,INDIVIDUAL,SPORTS,68,71.0,12,1,0
16496,10881133,6769940,NETFLIX,INDIVIDUAL,ENTERTAINMENT,74,54.0,2,0,20
1390022,619743,12481448,AMAZON PRIME,INDIVIDUAL,ENTERTAINMENT,124,60.0,1,0,3
893001,18596647,4663502,NETFLIX,INDIVIDUAL,ENTERTAINMENT,53,58.0,2,0,17
2156781,6637519,13209428,STAN,INDIVIDUAL,SPORTS,146,41.0,2,0,0
458734,24457525,3339683,STAN,FAMILY ACCT,ENTERTAINMENT,6,,96,0,31
1041872,20355461,126133280,NETFLIX,INDIVIDUAL,SPORTS,43,47.0,1,1,26
530844,9181149,16413368,STAN,INDIVIDUAL,ENTERTAINMENT,74,32.0,2,0,32
772897,23180333,166127678,STAN,INDIVIDUAL,ENTERTAINMENT,18,40.0,2,0,11
1046849,24988717,171181676,NETFLIX,INDIVIDUAL,SPORTS,4,42.0,2,0,0
135887,7785905,17554646,NETFLIX,INDIVIDUAL,SPORTS,95,65.0,2,0,15
828684,23844479,7374809,STAN,INDIVIDUAL,ENTERTAINMENT,13,47.0,2,0,33
1868247,6965601,14292086,NETFLIX,INDIVIDUAL,ENTERTAINMENT,85,48.0,2,0,8
1087157,23672999,167106455,STAN,INDIVIDUAL,ENTERTAINMENT,15,38.0,2,0,33
1218331,16837469,2938478,NETFLIX,INDIVIDUAL,SPORTS,112,81.0,1,0,4
32420,21447823,161359274,NETFLIX,INDIVIDUAL,ENTERTAINMENT,32,32.0,2,0,8
760946,15281357,2666507,STAN,INDIVIDUAL,ENTERTAINMENT,125,62.0,2,0,6
399752,15183177,2904725,STAN,INDIVIDUAL,ENTERTAINMENT,147,,1,0,0
1364694,3802795,4469012,STAN,INDIVIDUAL,SPORTS,106,40.0,1,1,14
2246961,14026311,335855,NETFLIX,INDIVIDUAL,SPORTS,78,39.0,2,0,0
1735264,18292619,12886598,DISNEY,INDIVIDUAL,SPORTS,60,63.0,1,1,0
371913,9411885,14922158,NETFLIX,INDIVIDUAL,SPORTS,112,69.0,1,1,0
1874748,25420035,123815054,NETFLIX,INDIVIDUAL,SPORTS,1,32.0,1,0,0
1386688,4594737,13125473,STAN,FAMILY ACCT,SPORTS,96,,1,0,6
1294597,4688913,2130047,NETFLIX,INDIVIDUAL,SPORTS,111,60.0,1,1,0
1996447,5025197,4424840,NETFLIX,INDIVIDUAL,ENTERTAINMENT,105,78.0,2,0,10
1847050,140007,13518887,NETFLIX,INDIVIDUAL,SPORTS,112,62.0,2,0,0
1965200,24254203,168496490,STAN,INDIVIDUAL,ENTERTAINMENT,8,61.0,2,0,29
1372215,16608595,12927575,NETFLIX,INDIVIDUAL,SPORTS,73,57.0,1,0,16
1709855,23376097,161981039,NETFLIX,INDIVIDUAL,ENTERTAINMENT,16,31.0,2,0,8
1731305,10932815,11380820,NETFLIX,INDIVIDUAL,ENTERTAINMENT,92,56.0,2,0,8
1275622,2044263,6293012,AMAZON PRIME,INDIVIDUAL,ENTERTAINMENT,105,89.0,2,0,13
1743006,23563807,166903457,STAN,INDIVIDUAL,SPORTS,15,23.0,2,1,13
506323,20060279,125184248,STAN,INDIVIDUAL,ENTERTAINMENT,44,40.0,2,0,28
1409241,11964885,14683451,STAN,INDIVIDUAL,ENTERTAINMENT,112,71.0,2,0,8
257814,25544335,174295718,STAN,INDIVIDUAL,SPORTS,0,26.0,1,0,0
134659,20119725,125325374,DISNEY,INDIVIDUAL,SPORTS,44,58.0,1,1,0
179096,2939101,1754084,STAN,INDIVIDUAL,ENTERTAINMENT,95,78.0,2,0,16
2127140,1624825,16060115,DISNEY,INDIVIDUAL,SPORTS,84,52.0,1,0,0
822847,2811663,819155,STAN,INDIVIDUAL,ENTERTAINMENT,114,41.0,2,0,11
813750,20124221,7989014,STAN,INDIVIDUAL,SPORTS,45,54.0,1,0,36
147497,24051683,166680689,STAN,INDIVIDUAL,ENTERTAINMENT,12,32.0,2,0,30
710060,2338895,4030412,NETFLIX,INDIVIDUAL,ENTERTAINMENT,111,56.0,2,0,4
1198101,15899203,5818820,NETFLIX,INDIVIDUAL,SPORTS,112,54.0,3,0,0
1876901,10643563,15994013,NETFLIX,INDIVIDUAL,SPORTS,110,57.0,1,0,20
2319531,4137467,777905,NETFLIX,INDIVIDUAL,SPORTS,111,65.0,1,0,0
233582,3922039,7530557,STAN,INDIVIDUAL,SPORTS,94,57.0,2,1,0
503696,11021087,13077734,STAN,INDIVIDUAL,SPORTS,138,50.0,3,0,11
1607524,3862989,7296896,NETFLIX,INDIVIDUAL,SPORTS,105,53.0,1,0,12
960210,12515055,17334221,NETFLIX,INDIVIDUAL,SPORTS,92,31.0,2,1,32
214872,22417035,2793950,STAN,INDIVIDUAL,SPORTS,25,31.0,2,0,0
958135,23107363,165947642,AMAZON PRIME,INDIVIDUAL,SPORTS,19,24.0,2,0,12
1843808,17634611,20698556,NETFLIX,INDIVIDUAL,SPORTS,65,86.0,2,0,15
451421,14025761,2981147,STAN,INDIVIDUAL,ENTERTAINMENT,108,58.0,1,0,34
412976,15205087,3020198,NETFLIX,INDIVIDUAL,SPORTS,113,58.0,1,0,0
1964159,24515335,169110416,STAN,INDIVIDUAL,SPORTS,7,,31,0,0
627940,24714839,170134184,STAN,INDIVIDUAL,ENTERTAINMENT,6,35.0,4,0,22
1560817,22784007,165144821,NETFLIX,INDIVIDUAL,ENTERTAINMENT,21,35.0,2,0,8
218744,8460513,11938910,STAN,INDIVIDUAL,SPORTS,144,37.0,2,0,0
1005871,6267131,17691416,STAN,INDIVIDUAL,SPORTS,89,50.0,2,0,14
1350195,3389619,19299548,STAN,INDIVIDUAL,ENTERTAINMENT,92,38.0,2,0,28
1844915,21341351,16718153,NETFLIX,INDIVIDUAL,SPORTS,34,54.0,2,0,0
190737,20094307,69878366,NETFLIX,INDIVIDUAL,SPORTS,45,61.0,2,0,26
425198,25192869,173501960,STAN,INDIVIDUAL,SPORTS,3,33.0,2,1,0
2184792,23528467,8087294,NETFLIX,INDIVIDUAL,SPORTS,17,75.0,2,1,25
2312590,20355249,10607435,AMAZON PRIME,INDIVIDUAL,SPORTS,44,62.0,1,0,22
1210159,18920239,69299234,STAN,FAMILY ACCT,SPORTS,54,,1,1,5
409432,13730465,11894234,STAN,INDIVIDUAL,ENTERTAINMENT,76,42.0,3,0,35
982739,19188527,6465509,NETFLIX,INDIVIDUAL,SPORTS,52,88.0,1,0,0
558105,17673791,152406275,NETFLIX,INDIVIDUAL,ENTERTAINMENT,62,77.0,1,0,8
1465008,21755265,20284514,NETFLIX,INDIVIDUAL,SPORTS,31,34.0,2,0,0
592119,11110539,17622290,NETFLIX,INDIVIDUAL,SPORTS,111,63.0,1,0,0
1913858,22084087,163045913,NETFLIX,INDIVIDUAL,ENTERTAINMENT,27,23.0,2,0,8
1821875,18346101,23803982,NETFLIX,INDIVIDUAL,SPORTS,59,39.0,2,1,20
175978,20160159,125500241,STAN,INDIVIDUAL,SPORTS,45,51.0,2,0,14
2236897,14710605,2841074,STAN,INDIVIDUAL,SPORTS,114,52.0,2,0,38
52528,18895607,12061589,NETFLIX,INDIVIDUAL,ENTERTAINMENT,56,60.0,2,0,16
1228336,5857833,12640445,NETFLIX,INDIVIDUAL,ENTERTAINMENT,116,60.0,2,0,11
2005755,6185841,18281177,DISNEY,FAMILY ACCT,SPORTS,85,,2,0,0
1231,24095255,155512886,STAN,INDIVIDUAL,SPORTS,12,19.0,2,0,0
190139,13193023,8425853,STAN,INDIVIDUAL,SPORTS,148,55.0,2,1,0
343618,22262843,163712165,STAN,INDIVIDUAL,ENTERTAINMENT,26,,1,0,13
1451297,24640899,20446589,STAN,INDIVIDUAL,ENTERTAINMENT,7,36.0,2,0,24
443063,24647309,169843721,STAN,INDIVIDUAL,ENTERTAINMENT,7,54.0,1,0,0
1424094,21920063,4698668,STAN,INDIVIDUAL,SPORTS,29,53.0,2,0,0
1424780,4430253,4575950,NETFLIX,FAMILY ACCT,SPORTS,82,,1,0,0
663941,23509991,11078018,NETFLIX,INDIVIDUAL,SPORTS,18,47.0,2,0,0
582932,17683115,14678372,STAN,INDIVIDUAL,SPORTS,64,,38,0,0
874188,18148185,10286357,NETFLIX,INDIVIDUAL,SPORTS,59,80.0,3,1,24
1893554,25406835,5194307,STAN,INDIVIDUAL,SPORTS,1,,114,0,0
1444340,15354521,6261674,STAN,INDIVIDUAL,SPORTS,147,59.0,1,0,0
2318869,13966769,414488,NETFLIX,INDIVIDUAL,ENTERTAINMENT,72,39.0,2,0,15
