,ACCT_ID_M,CHURN_DATE,CHURNED,CHURNED_30,CHURNED_90
1567752,10650307,,0,0,0
1878214,14610993,,0,0,0
26,25155937,,0,0,0
1885369,14170359,,0,0,0
1941236,4805641,,0,0,0
1147637,15366691,,0,0,0
1697473,14228575,2022-09-16 00:00:00,1,0,1
849569,10942251,,0,0,0
1414205,24012973,,0,0,0
535612,22999203,,0,0,0
1685607,20181069,,0,0,0
991928,24153255,,0,0,0
733502,25133275,,0,0,0
1960551,13269741,,0,0,0
942064,15792701,,0,0,0
189686,2949411,,0,0,0
362819,20018299,,0,0,0
2044427,21556463,,0,0,0
2049197,21423447,,0,0,0
2151815,5586943,,0,0,0
2052763,5761007,,0,0,0
1102885,23424933,,0,0,0
690745,18989887,,0,0,0
2004687,24104671,,0,0,0
1277599,16702337,,0,0,0
453271,4922351,,0,0,0
459416,24591831,,0,0,0
562872,6823437,,0,0,0
825954,25161153,,0,0,0
2015659,992297,,0,0,0
97995,21481999,,0,0,0
1878978,8835565,,0,0,0
975057,25233077,,0,0,0
219267,6011047,,0,0,0
108834,18206977,,0,0,0
207424,3486369,,0,0,0
1862664,16337501,,0,0,0
1007929,20883267,,0,0,0
1831629,164161,,0,0,0
1922872,2169975,,0,0,0
496054,23049319,,0,0,0
31103,21407801,,0,0,0
113067,4051319,,0,0,0
1242885,2442093,,0,0,0
2205173,24622921,2022-09-15 00:00:00,1,0,1
183008,21155029,,0,0,0
2131693,23515473,,0,0,0
659585,12097321,,0,0,0
1459903,12703173,,0,0,0
600566,21836921,,0,0,0
754478,24632223,,0,0,0
1742771,15805795,,0,0,0
238096,320811,,0,0,0
2185684,23772001,,0,0,0
1059126,2144843,,0,0,0
2238595,22129003,,0,0,0
282134,15218395,,0,0,0
1493224,11485433,,0,0,0
96434,24483657,,0,0,0
2129274,24963895,2022-09-17 00:00:00,1,0,1
833500,18647743,,0,0,0
1078110,5811981,,0,0,0
1474110,12912541,2022-06-29 00:00:00,0,0,0
1502065,21574201,,0,0,0
1325405,25161061,,0,0,0
217455,19618553,,0,0,0
1802686,25404497,,0,0,0
1186295,5395,,0,0,0
1129753,775297,,0,0,0
2025022,12485201,,0,0,0
1844643,14819797,,0,0,0
200623,22025927,,0,0,0
1325501,25122785,,0,0,0
1157992,23981203,,0,0,0
1897741,18843053,,0,0,0
214639,21975429,,0,0,0
754442,23846859,,0,0,0
1839658,23744665,,0,0,0
143994,17250963,,0,0,0
1704975,21226573,,0,0,0
871119,20849979,,0,0,0
1202924,18778339,,0,0,0
386687,24273597,,0,0,0
1314280,21158951,,0,0,0
268713,22210425,,0,0,0
2192403,18453401,2017-12-17 00:00:00,0,0,0
365035,21425281,,0,0,0
2241116,22892977,,0,0,0
1130942,21414497,,0,0,0
1152212,11625797,,0,0,0
1143931,1612069,,0,0,0
1320029,8160951,,0,0,0
81178,19625573,,0,0,0
1237843,20706941,,0,0,0
2317501,1720675,,0,0,0
1934939,1989173,,0,0,0
2056662,23435385,,0,0,0
1686868,15509285,,0,0,0
1053391,23398553,,0,0,0
1591510,21406407,,0,0,0
819525,20728917,,0,0,0
1240807,1982587,,0,0,0
870154,6682521,,0,0,0
709684,8749953,,0,0,0
2324281,20044543,,0,0,0
404282,25142055,,0,0,0
101501,22042249,,0,0,0
1548054,5328949,,0,0,0
23874,4528343,,0,0,0
412998,19262403,,0,0,0
46706,12644055,,0,0,0
1062061,20559875,,0,0,0
1171838,12768057,,0,0,0
332641,24353575,,0,0,0
111916,23014939,,0,0,0
403809,24354829,,0,0,0
350476,23810387,,0,0,0
2114875,23542977,,0,0,0
842705,15109953,,0,0,0
634083,21362301,,0,0,0
1325976,5820769,,0,0,0
2320997,19442895,,0,0,0
1998199,14430583,2019-12-14 00:00:00,0,0,0
770774,24184213,,0,0,0
1164972,6409067,,0,0,0
2330713,23756341,,0,0,0
871829,22456431,,0,0,0
1138243,23894503,,0,0,0
2258843,23786019,,0,0,0
608354,23162145,,0,0,0
1163732,6663653,,0,0,0
70870,19696187,,0,0,0
1954299,20383721,,0,0,0
317774,22407099,,0,0,0
2263133,8688921,,0,0,0
1386305,9042523,,0,0,0
678121,1647459,,0,0,0
340579,10843371,,0,0,0
536177,25376251,,0,0,0
875917,20839189,,0,0,0
1503626,23175979,,0,0,0
1250261,24879307,,0,0,0
1521533,22559809,,0,0,0
1354980,22263929,,0,0,0
490291,9076589,,0,0,0
1997177,1496505,,0,0,0
1251475,25450025,,0,0,0
1788842,21403599,,0,0,0
832926,10950405,,0,0,0
513369,25172705,,0,0,0
1541693,24283459,,0,0,0
176576,5821557,,0,0,0
1208361,16603395,,0,0,0
1455706,11755995,,0,0,0
2011133,15743683,,0,0,0
1829248,17894441,,0,0,0
396975,15440769,,0,0,0
678722,24686763,,0,0,0
315386,23668545,,0,0,0
281743,6184551,,0,0,0
493090,13134985,,0,0,0
1715521,15455343,,0,0,0
107635,237951,,0,0,0
281294,11503849,,0,0,0
199698,4204669,,0,0,0
1221563,16152009,,0,0,0
1803025,4955439,,0,0,0
1980726,17287599,,0,0,0
1209561,3014759,,0,0,0
702134,5056217,,0,0,0
1670365,24778637,,0,0,0
212195,11592883,,0,0,0
2287967,17353985,,0,0,0
1446275,5894279,,0,0,0
1215219,23836215,,0,0,0
938936,23047759,,0,0,0
1108592,16220885,,0,0,0
2175163,1280979,,0,0,0
1204523,4520689,,0,0,0
956093,24851947,,0,0,0
1189352,18214263,,0,0,0
767545,5428711,,0,0,0
137697,2161849,,0,0,0
1974859,891921,,0,0,0
2053189,18433883,,0,0,0
1055183,20701227,,0,0,0
1862146,2186819,,0,0,0
2253415,241893,,0,0,0
2203301,17937087,,0,0,0
723432,16527401,,0,0,0
1712971,1719619,,0,0,0
2324222,21845237,,0,0,0
1658414,22641041,,0,0,0
1608542,19682975,,0,0,0
885033,25498905,,0,0,0
1349202,17971857,,0,0,0
1255906,1318587,,0,0,0
1243877,11105125,,0,0,0
336217,20732111,,0,0,0
693095,13568687,,0,0,0
188656,18786703,,0,0,0
1527696,20633003,,0,0,0
453777,20151675,,0,0,0
637952,4689195,,0,0,0
2305274,20220535,,0,0,0
216990,21866867,,0,0,0
1665612,10799019,,0,0,0
563713,19465305,,0,0,0
1497025,460381,,0,0,0
2199448,1554617,,0,0,0
1707616,19890779,,0,0,0
976685,24476387,,0,0,0
1565068,15694189,,0,0,0
1720080,10875171,,0,0,0
2318221,5770895,,0,0,0
1116351,19849103,,0,0,0
1459798,21162909,,0,0,0
2044820,19922761,,0,0,0
121042,22991373,,0,0,0
360643,6498025,,0,0,0
170449,22272055,,0,0,0
1766788,19546215,,0,0,0
1469070,23042653,,0,0,0
623660,24073419,,0,0,0
1428369,22306953,,0,0,0
2332643,25610493,,0,0,0
486389,17925259,,0,0,0
1801811,22725197,,0,0,0
1522527,23493447,,0,0,0
1411055,10104173,,0,0,0
428092,4678939,,0,0,0
2132271,25264445,,0,0,0
1407704,21461149,,0,0,0
8579,24866933,,0,0,0
2235685,22086775,,0,0,0
2141429,21263921,,0,0,0
1396324,23954907,,0,0,0
1337288,9071337,,0,0,0
1833016,15415623,,0,0,0
1558475,15188707,,0,0,0
2188949,8140227,,0,0,0
1582851,11857027,,0,0,0
1802142,24140713,,0,0,0
550395,23213447,,0,0,0
1523953,24675155,,0,0,0
385417,25012723,,0,0,0
1585829,17882271,,0,0,0
647342,12258973,,0,0,0
1745465,24364905,,0,0,0
2325140,16909175,,0,0,0
754331,23577237,,0,0,0
404360,22760969,,0,0,0
239790,24288055,,0,0,0
2212679,10525429,,0,0,0
1135151,5374437,,0,0,0
332857,23806549,,0,0,0
1072316,7609785,,0,0,0
637124,8037525,,0,0,0
1348711,3316815,,0,0,0
1162412,19138547,,0,0,0
2155104,13043125,,0,0,0
1006039,22511927,,0,0,0
1397620,23684637,,0,0,0
1161980,20927489,,0,0,0
1793160,13445887,,0,0,0
889204,22529389,,0,0,0
247472,20004473,,0,0,0
2302457,11383135,,0,0,0
27971,14526633,,0,0,0
357717,9120983,,0,0,0
870700,13204455,,0,0,0
1391521,8069083,,0,0,0
732548,12478007,,0,0,0
804726,9901137,,0,0,0
389270,25131673,,0,0,0
1820851,25252525,,0,0,0
1726033,24452835,,0,0,0
1537002,18825703,,0,0,0
843870,24263177,,0,0,0
1753533,20547371,2022-08-17 00:00:00,1,1,1
2255353,1694761,,0,0,0
852612,13711251,,0,0,0
794154,6226797,,0,0,0
2073448,14871533,,0,0,0
1074039,20035585,,0,0,0
640630,13838989,,0,0,0
152837,18757575,,0,0,0
250095,12903387,,0,0,0
208707,9292347,,0,0,0
384760,24892527,,0,0,0
720630,20018599,,0,0,0
1637574,21655689,,0,0,0
2338751,19821787,,0,0,0
1968490,19630681,2022-07-04 00:00:00,0,0,0
1844167,5114019,,0,0,0
9323,19724639,,0,0,0
1632392,25043799,,0,0,0
45810,6754989,,0,0,0
1767979,21955779,,0,0,0
807939,24804531,,0,0,0
19787,25274251,,0,0,0
684839,19522901,,0,0,0
2006385,6079221,,0,0,0
437990,5026225,,0,0,0
1963677,24050219,,0,0,0
627586,23505205,2022-09-30 00:00:00,1,0,1
1685611,17346731,2021-04-18 00:00:00,0,0,0
142361,11983031,,0,0,0
551365,23536659,,0,0,0
612053,7547925,2022-09-06 00:00:00,1,0,1
1729662,15285355,,0,0,0
1708620,23692791,,0,0,0
1365253,21506471,,0,0,0
1486557,25194733,,0,0,0
558005,8711689,,0,0,0
2156137,16851257,,0,0,0
945249,21508277,,0,0,0
1601830,22478701,,0,0,0
1111517,15693111,,0,0,0
1960613,21322073,,0,0,0
1824319,7507239,,0,0,0
135055,13316151,,0,0,0
853839,20900411,,0,0,0
105650,5135261,,0,0,0
218121,11549945,,0,0,0
554598,24900601,,0,0,0
1028492,22754637,,0,0,0
2313,13454289,2022-09-27 00:00:00,1,0,1
988371,16702941,,0,0,0
1328897,15039517,,0,0,0
65523,21278349,,0,0,0
1677925,18019241,,0,0,0
1715090,12783581,,0,0,0
1847676,11755093,,0,0,0
917810,25114251,,0,0,0
980299,9496371,,0,0,0
1965069,24047907,,0,0,0
169777,24804893,,0,0,0
960366,17389931,,0,0,0
1103240,23590167,,0,0,0
294115,22819325,,0,0,0
1045294,7220373,,0,0,0
195633,11086943,,0,0,0
1800974,23123999,,0,0,0
370742,23861043,,0,0,0
350597,23991543,,0,0,0
1568278,11031685,,0,0,0
416413,8264507,,0,0,0
730311,9730069,,0,0,0
135836,11576879,,0,0,0
792249,25242219,,0,0,0
1327896,17544725,,0,0,0
1039540,18448687,,0,0,0
1407636,19158991,,0,0,0
2065541,7130155,,0,0,0
1109994,14008097,,0,0,0
1626870,13198313,,0,0,0
1057824,13452337,,0,0,0
1217334,11671495,,0,0,0
1165226,4072507,,0,0,0
740115,18817929,,0,0,0
37762,23866623,,0,0,0
173982,8472879,,0,0,0
3151,22968649,,0,0,0
860456,11552323,,0,0,0
1957365,19141735,,0,0,0
1583128,3075451,,0,0,0
519633,5151665,,0,0,0
1891940,23357737,,0,0,0
1995659,4943227,,0,0,0
712672,20542741,,0,0,0
2127094,2411983,,0,0,0
1972009,18160413,,0,0,0
38795,23307433,2022-09-18 00:00:00,1,0,1
1775673,1599675,,0,0,0
1344188,18630401,,0,0,0
1380158,11151611,,0,0,0
273032,20467325,,0,0,0
1607885,11033841,,0,0,0
1681619,4142159,,0,0,0
2109863,4512647,,0,0,0
2137140,10067597,,0,0,0
1485770,25581371,,0,0,0
16465,17112393,,0,0,0
1941666,11822443,,0,0,0
8413,3628073,,0,0,0
1155725,25552503,,0,0,0
245970,18651889,,0,0,0
2237816,16515935,,0,0,0
1046728,24736815,,0,0,0
2295786,25526273,,0,0,0
941159,19684065,,0,0,0
2281370,24685569,,0,0,0
1494041,20479859,,0,0,0
581686,21034441,,0,0,0
2249709,13349521,,0,0,0
1797136,12213481,,0,0,0
245949,1542671,,0,0,0
542637,12660093,,0,0,0
1577503,23800441,,0,0,0
2172201,11711861,,0,0,0
2185514,24898463,,0,0,0
1218908,20912703,,0,0,0
1774620,4996203,,0,0,0
840453,19308847,,0,0,0
103641,24169591,,0,0,0
253004,390937,,0,0,0
1458909,20457477,,0,0,0
2074048,23436113,,0,0,0
2200152,13317075,,0,0,0
1498701,3210255,,0,0,0
5512,13641567,,0,0,0
180238,16344183,,0,0,0
1397322,23637363,,0,0,0
1385905,21128603,,0,0,0
2346928,17872995,,0,0,0
2163154,8330507,,0,0,0
1313108,823891,,0,0,0
8610,21090115,,0,0,0
205921,24734707,,0,0,0
460313,24897549,,0,0,0
432077,21305357,,0,0,0
435546,22563983,,0,0,0
154723,12461799,,0,0,0
1077539,17439121,,0,0,0
2148369,24058089,,0,0,0
1924775,18640853,,0,0,0
955908,24552769,,0,0,0
2249605,14207689,,0,0,0
1691081,24771043,,0,0,0
1267423,24870501,,0,0,0
210799,11614145,,0,0,0
876334,8488367,,0,0,0
1795925,19929323,,0,0,0
388157,24680983,,0,0,0
921255,24310501,,0,0,0
937142,25476195,,0,0,0
1784478,24683575,,0,0,0
2182715,14927647,,0,0,0
727803,20773701,,0,0,0
2170615,20113859,,0,0,0
126767,3539157,,0,0,0
644127,24611177,,0,0,0
456187,8892929,,0,0,0
1044218,21474051,,0,0,0
2320886,21093145,,0,0,0
227040,6548289,,0,0,0
585585,12829931,,0,0,0
2149180,25279313,,0,0,0
321541,16711367,,0,0,0
1148242,4412681,,0,0,0
1999477,15880427,,0,0,0
288447,16414349,,0,0,0
2119985,13773873,,0,0,0
808814,25291439,,0,0,0
2337125,20241245,,0,0,0
812753,12307299,,0,0,0
90749,7913447,,0,0,0
1131143,1276763,,0,0,0
234924,5723313,,0,0,0
668179,14657635,,0,0,0
2006727,10017879,,0,0,0
1763452,23608665,,0,0,0
1455212,8414269,,0,0,0
1324148,22988659,,0,0,0
1215778,24519203,,0,0,0
1366303,3787441,,0,0,0
1268346,23277139,,0,0,0
473398,18530113,,0,0,0
2328028,17017709,,0,0,0
377557,11106117,,0,0,0
719617,25150017,,0,0,0
2186441,22738451,,0,0,0
994495,23556449,,0,0,0
1466018,14269981,,0,0,0
929585,5249933,,0,0,0
1027957,23228159,,0,0,0
1087175,20561033,,0,0,0
31768,21516777,,0,0,0
1265414,13450459,,0,0,0
1493452,21944727,,0,0,0
565753,18022611,,0,0,0
465706,6743485,,0,0,0
1599964,24986751,,0,0,0
1745637,23210923,,0,0,0
1961526,6652577,,0,0,0
1163222,19963539,,0,0,0
1349229,4042537,,0,0,0
536218,24534097,,0,0,0
945032,18482677,,0,0,0
1428407,7016983,,0,0,0
1607039,16967157,,0,0,0
707544,11640077,,0,0,0
97908,18681161,,0,0,0
938323,24395475,,0,0,0
11927,6888885,,0,0,0
424676,23240925,,0,0,0
303105,12831317,,0,0,0
1481546,20979709,,0,0,0
2068621,6676445,,0,0,0
785743,8358853,,0,0,0
1539070,3730751,,0,0,0
1564440,11586573,,0,0,0
578444,5968785,,0,0,0
1308803,1939019,,0,0,0
856521,16917455,,0,0,0
1262554,16536961,,0,0,0
1733037,5314653,,0,0,0
995764,16929727,,0,0,0
2169615,22995401,,0,0,0
1685954,1842837,,0,0,0
2197700,11833659,,0,0,0
1779435,24691453,,0,0,0
645341,24490573,2022-09-07 00:00:00,1,0,1
1311319,22383849,,0,0,0
425597,23650119,,0,0,0
699445,22482611,,0,0,0
453512,12121061,,0,0,0
1332711,18231137,,0,0,0
417238,13338205,,0,0,0
1305422,25158573,,0,0,0
1797773,24380677,,0,0,0
1142739,25592271,,0,0,0
143176,17307439,,0,0,0
1556570,5876565,,0,0,0
2120122,150835,,0,0,0
2017591,1251203,,0,0,0
171697,15648117,,0,0,0
411733,14188533,,0,0,0
912368,4682289,,0,0,0
1139700,22966229,,0,0,0
1967850,25443077,,0,0,0
885176,24762735,,0,0,0
616580,22339239,,0,0,0
2036797,24970775,2022-10-02 00:00:00,1,0,1
2260074,24477343,,0,0,0
61076,17934119,,0,0,0
326834,6431737,,0,0,0
91261,1418553,,0,0,0
1261859,19659967,,0,0,0
706550,15317933,,0,0,0
1287726,25298017,,0,0,0
208829,13504029,,0,0,0
561217,11393977,,0,0,0
2282055,15182291,,0,0,0
1672519,24607047,,0,0,0
779369,1773565,,0,0,0
898370,25414809,,0,0,0
2250676,4605283,,0,0,0
341447,1411955,,0,0,0
1579934,24016501,,0,0,0
469877,21892569,,0,0,0
1267418,24720493,,0,0,0
86361,19802317,,0,0,0
677913,9351691,,0,0,0
1604987,3028323,,0,0,0
1912215,24248037,,0,0,0
217581,10508775,,0,0,0
910535,11673533,,0,0,0
1848727,20633395,,0,0,0
1975161,22619983,,0,0,0
2129000,25282183,,0,0,0
181865,11617877,,0,0,0
998300,22207155,,0,0,0
1299902,18225683,,0,0,0
1648280,13211355,,0,0,0
1279159,13675707,,0,0,0
621216,18119565,,0,0,0
51794,21575789,,0,0,0
1895203,13794071,,0,0,0
1943437,21820375,,0,0,0
2315725,23260643,,0,0,0
712869,9235775,,0,0,0
1621957,20546957,,0,0,0
807293,24866421,,0,0,0
2071732,17983875,,0,0,0
1910991,25449211,,0,0,0
199888,15036701,,0,0,0
364491,5024441,,0,0,0
608554,24376069,,0,0,0
412248,3335687,,0,0,0
219447,1811999,,0,0,0
124558,9782445,,0,0,0
736740,22780773,,0,0,0
132284,24867127,,0,0,0
1299887,15807983,,0,0,0
1963673,23114047,,0,0,0
597601,12098665,,0,0,0
2029950,19671259,,0,0,0
1465307,5135953,,0,0,0
499811,24776811,,0,0,0
1885499,5872131,,0,0,0
48684,6095397,,0,0,0
2073025,1161379,,0,0,0
1625526,15181213,,0,0,0
2004314,24663487,,0,0,0
1451260,25575097,,0,0,0
248609,20995551,,0,0,0
31607,14464217,,0,0,0
1934066,5319237,,0,0,0
2188566,7980651,,0,0,0
2163720,13165523,,0,0,0
494564,8051815,2022-09-30 00:00:00,1,0,1
1750650,2722783,,0,0,0
625472,23811295,,0,0,0
734939,25220223,,0,0,0
680693,25375411,,0,0,0
2050901,22187101,,0,0,0
1569098,10837847,,0,0,0
1781086,23132585,,0,0,0
1021750,3513789,,0,0,0
296232,23628859,,0,0,0
227463,12922573,,0,0,0
2006741,10251185,,0,0,0
1518633,13880483,,0,0,0
660863,24344273,,0,0,0
172605,2414239,2022-09-22 00:00:00,1,0,1
1412646,24574935,,0,0,0
319460,21314675,,0,0,0
672245,19467767,,0,0,0
506878,18888281,,0,0,0
732800,20865425,,0,0,0
1169413,18721713,,0,0,0
224929,24751487,,0,0,0
1127100,19335513,,0,0,0
653258,2632621,2022-09-08 00:00:00,1,0,1
129538,23414507,,0,0,0
1854381,23864893,,0,0,0
888453,18000927,,0,0,0
845377,23004457,,0,0,0
1838816,24188877,,0,0,0
1738717,2996229,,0,0,0
1408463,6239053,,0,0,0
1629063,1628195,,0,0,0
214363,20139593,,0,0,0
1081888,19833095,,0,0,0
433653,21605833,,0,0,0
2341274,3139171,,0,0,0
2242212,24762683,,0,0,0
383727,20344857,,0,0,0
1192857,22860339,,0,0,0
1001849,11186639,,0,0,0
511162,20486481,,0,0,0
522989,21584755,,0,0,0
1593493,18333895,,0,0,0
1822353,17454235,,0,0,0
1518449,19474163,,0,0,0
1604248,5532095,,0,0,0
1980232,521149,,0,0,0
1407510,22565703,,0,0,0
84436,6086157,,0,0,0
389525,24794553,,0,0,0
188238,25186287,,0,0,0
1184082,19851303,,0,0,0
999496,16814861,,0,0,0
1773861,20908167,,0,0,0
1541717,24677109,,0,0,0
1988147,15113375,,0,0,0
443482,23326453,,0,0,0
1724401,25011947,,0,0,0
2171042,19957203,,0,0,0
1776916,18016625,,0,0,0
1623181,10500439,,0,0,0
1823288,18903873,,0,0,0
2152534,21915345,,0,0,0
858533,19497511,,0,0,0
1745904,23045695,,0,0,0
1910285,25090515,,0,0,0
1083495,25017875,,0,0,0
1353572,8918695,,0,0,0
1602557,18437137,,0,0,0
68645,19447107,,0,0,0
1341633,23891789,,0,0,0
763269,5449935,,0,0,0
502542,11466789,2022-09-02 00:00:00,1,0,1
669380,20901915,,0,0,0
944662,19210379,,0,0,0
1022018,22407929,,0,0,0
1996516,20041327,,0,0,0
1468518,25216931,,0,0,0
1751010,20023723,,0,0,0
1780842,23801683,,0,0,0
675822,18979913,,0,0,0
205806,23681321,,0,0,0
1780694,23458417,,0,0,0
642214,25144181,,0,0,0
2265359,22085757,,0,0,0
2308412,934875,,0,0,0
1976455,5281341,,0,0,0
2071761,6454369,,0,0,0
68390,7563,,0,0,0
898288,10096235,,0,0,0
1591013,13089549,,0,0,0
993062,24269607,,0,0,0
1948623,23281421,,0,0,0
447354,2346057,,0,0,0
2345468,5695927,,0,0,0
952041,14078833,,0,0,0
1181035,18854621,,0,0,0
651307,2327329,,0,0,0
504387,9643957,,0,0,0
2003861,24591927,,0,0,0
591319,24420965,,0,0,0
622528,19327487,,0,0,0
919831,23028963,,0,0,0
1696256,18556393,,0,0,0
1295229,13720533,,0,0,0
710564,20704933,,0,0,0
1465446,20415933,,0,0,0
954084,10182835,,0,0,0
1851988,18964667,,0,0,0
358021,2938611,,0,0,0
692835,11588059,,0,0,0
565077,22661201,,0,0,0
1290735,10418527,,0,0,0
1719186,14209285,,0,0,0
1776473,14880485,,0,0,0
1614019,25596553,,0,0,0
326960,17819201,,0,0,0
422792,23310225,,0,0,0
1921911,20723387,,0,0,0
751833,24475489,,0,0,0
2244340,22503155,,0,0,0
1315770,15069515,,0,0,0
11294,20822275,,0,0,0
884153,25293071,,0,0,0
2327150,23693959,,0,0,0
339330,19646419,,0,0,0
418568,18785907,,0,0,0
1099648,10100969,,0,0,0
1525984,23806787,,0,0,0
2101446,10063487,,0,0,0
392476,1351623,,0,0,0
1950281,11748127,,0,0,0
933824,2257171,,0,0,0
1385305,11088131,,0,0,0
417639,18733543,,0,0,0
1036316,18712277,,0,0,0
195505,8213413,,0,0,0
354881,857867,,0,0,0
183083,20910551,,0,0,0
231738,5218485,,0,0,0
222526,23125495,,0,0,0
470686,13566733,,0,0,0
1288521,24092609,,0,0,0
695569,19706401,,0,0,0
762841,3881793,,0,0,0
749330,1297097,,0,0,0
1811518,22531195,,0,0,0
1703544,22335633,,0,0,0
105716,7894971,,0,0,0
1567047,1565429,,0,0,0
1320557,25442347,,0,0,0
1130274,19325711,,0,0,0
1365476,14909679,,0,0,0
1972396,4128599,,0,0,0
1616287,23922419,,0,0,0
851056,16809861,,0,0,0
602448,18645679,,0,0,0
271603,11217421,,0,0,0
985131,1099601,,0,0,0
2008438,20286059,,0,0,0
470008,16299561,,0,0,0
86963,19675067,,0,0,0
1093942,5710811,,0,0,0
2104785,3576677,,0,0,0
1601191,17016451,,0,0,0
119583,11544253,,0,0,0
1300772,14390027,,0,0,0
853152,19430947,,0,0,0
628956,8753441,,0,0,0
2127830,3606065,,0,0,0
459291,22984261,,0,0,0
1642440,4836723,,0,0,0
218230,7915945,,0,0,0
453281,6270829,,0,0,0
2005035,25043233,2022-05-13 00:00:00,0,0,0
437543,10307329,,0,0,0
2132686,23215735,,0,0,0
1066195,24153735,,0,0,0
1208142,10316007,,0,0,0
680240,24896033,,0,0,0
1800003,25521709,,0,0,0
2035756,18522281,,0,0,0
1984440,25582295,,0,0,0
1256910,22566441,,0,0,0
1870514,14907759,,0,0,0
1578173,22727429,,0,0,0
2086854,10838085,,0,0,0
1310088,15943985,,0,0,0
1710413,24675831,,0,0,0
1290982,14053425,,0,0,0
1605619,7640309,,0,0,0
1516203,19151755,,0,0,0
492431,15949921,,0,0,0
1190228,16962841,,0,0,0
53767,17962553,,0,0,0
11951,20974225,,0,0,0
2301914,7086673,,0,0,0
575476,8464579,2022-09-11 00:00:00,1,0,1
1124365,24265311,,0,0,0
696089,11875823,,0,0,0
2158591,17120171,,0,0,0
1822814,20463165,,0,0,0
1358862,24847171,,0,0,0
1470427,23848523,,0,0,0
2299754,22421843,,0,0,0
857040,21386797,,0,0,0
372374,8887099,,0,0,0
313559,25098057,,0,0,0
1857940,25467077,,0,0,0
1230606,23979629,,0,0,0
1663356,20976439,,0,0,0
300116,21709303,,0,0,0
155359,19725839,,0,0,0
4083,23724611,,0,0,0
377410,21336849,,0,0,0
714943,23947079,,0,0,0
2025537,16143177,,0,0,0
1389201,12864585,,0,0,0
1533069,13331539,,0,0,0
341933,5360855,,0,0,0
1421787,9720145,,0,0,0
733079,20965325,,0,0,0
1797838,24700763,,0,0,0
1128828,15165917,,0,0,0
1729840,3166341,,0,0,0
1926947,24820003,,0,0,0
684676,555357,,0,0,0
697596,23979787,,0,0,0
739470,22561377,,0,0,0
906342,1222713,,0,0,0
1162523,10262041,,0,0,0
1053141,1494005,,0,0,0
1672413,22298543,,0,0,0
739411,19394005,,0,0,0
1682000,10639765,,0,0,0
247517,18289733,,0,0,0
1391359,5709443,,0,0,0
334358,25555101,,0,0,0
1359665,25215231,,0,0,0
1705139,2361505,,0,0,0
2270771,3556741,,0,0,0
2104167,5948077,,0,0,0
425677,22662811,,0,0,0
1218002,10759487,,0,0,0
1017396,4898351,,0,0,0
2109775,3212355,,0,0,0
1757263,22408207,,0,0,0
1924697,21279193,,0,0,0
1525960,24968887,,0,0,0
1226483,13083301,,0,0,0
2157054,9725443,,0,0,0
1494505,20928211,,0,0,0
182168,9925301,,0,0,0
1217955,21737557,,0,0,0
331058,24291585,,0,0,0
711299,10295837,,0,0,0
2091397,8439817,,0,0,0
1436028,3814033,,0,0,0
2177768,15446067,,0,0,0
538538,5220495,,0,0,0
2276019,24599663,,0,0,0
220408,6592857,,0,0,0
1840053,8966349,,0,0,0
1400191,7402145,,0,0,0
418785,9751477,2017-07-25 00:00:00,0,0,0
1074220,3034735,,0,0,0
961867,9858489,,0,0,0
1404793,3107609,,0,0,0
160544,17623711,,0,0,0
517244,24194073,,0,0,0
1585616,12327721,,0,0,0
1822316,2470923,,0,0,0
153919,21239319,,0,0,0
182137,22267273,,0,0,0
1908982,25128241,,0,0,0
1068239,25589827,,0,0,0
1859352,10075219,,0,0,0
1171745,4136039,,0,0,0
3683,23927607,,0,0,0
306752,4194115,,0,0,0
751700,24740701,,0,0,0
1591740,20600913,,0,0,0
120343,10502641,,0,0,0
1103936,24431199,,0,0,0
1716456,8808715,,0,0,0
211103,21572213,,0,0,0
2244975,13653257,,0,0,0
1753919,16582227,,0,0,0
1672269,23893235,,0,0,0
871471,19454209,,0,0,0
824878,20646567,,0,0,0
1025324,16078635,,0,0,0
374573,20934133,,0,0,0
1857436,24145565,,0,0,0
1750062,5080177,2014-11-22 00:00:00,0,0,0
115867,3951311,,0,0,0
1268462,23748281,,0,0,0
696203,18912065,,0,0,0
428562,7809291,,0,0,0
1043403,11426965,,0,0,0
1246895,918991,,0,0,0
2063071,14703831,,0,0,0
647081,661855,,0,0,0
1507805,25550221,,0,0,0
1268794,22758457,,0,0,0
1198914,19224169,,0,0,0
826075,24235177,,0,0,0
283470,20362485,,0,0,0
489320,10726869,,0,0,0
450848,13144255,,0,0,0
889671,13582761,,0,0,0
707174,12950177,,0,0,0
2153903,16403659,,0,0,0
1744628,22726413,,0,0,0
71052,11199429,,0,0,0
1827205,13938345,,0,0,0
1780951,24227515,,0,0,0
1297305,19359087,,0,0,0
1113106,18691711,,0,0,0
227997,14071933,,0,0,0
2244398,22441159,2021-04-17 00:00:00,0,0,0
360649,1817827,,0,0,0
2148462,25331587,,0,0,0
1265541,23311627,,0,0,0
781688,3650503,,0,0,0
507133,1574163,,0,0,0
330482,24255529,,0,0,0
2003932,23940555,,0,0,0
1944634,23181347,,0,0,0
796345,12199867,,0,0,0
2042308,20647999,,0,0,0
2301426,20523479,,0,0,0
2174947,1672257,,0,0,0
1063695,22245485,,0,0,0
688952,22777561,,0,0,0
1917470,11938811,,0,0,0
594691,8780217,,0,0,0
769907,24991575,,0,0,0
